;index;song;year;artist;genre;lyrics;spotify_streams;deezer_rate;youtube_views
110678;184367;louisiana-bayou;2005;dave-matthews-band;Rock;No no Mama now Devil done do si do Two young boys lyin dead by the side of the road And the coins in their eyes represent the money they owe No judge or jury ever gonna hear the story told Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Sweet girl daddy done beat that girl like he's insane Brother can't watch him beat that girl down again So late one night cookin up with a couple of friends Swears his daddy never gonna see another day Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Bring down a saint No no Mama the Devil done do si do See two young boys lyin dead by side of the road Shame shame Oh it's a shame to lose your way running wild Oh it's a shame to lose the light that shines shame shame Oh it's a shame to lose your way as a child Oh it's a shame to lose your Money on the bed but you ain't got to go Sold your soul just tryin to get over low No empty pocket gonna keep you from gettin yours No judge or jury ever gonna hear the story told Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou No no Mama Tryin Devil done do si do Two young boys lyin dead by the side of the road Louisiana bayou Down by the bayou Tryin to play with the caine Tryin to get with the pain See there's nowhere to go Louisiana bayou Tryin to play with the caine Tryin to play with the caine Troubles do it again Same old sold story again Louisiana bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Down by the bayou Tryin to play with the caine Tryin to play with the caine Same old story again Louisiana bayou Down by the bayou Tryin to play with the caine Oh it's a shame to lose your way running wild same old story again Oh it's a shame to lose the light that shines Oh it's a shame to lose your way as a child Oh same old story again it's a shame to lose your Down by the bayou Louisiana bayou Louisiana bayou;2403745;1,02;445000
180257;300776;on-the-street-where-you-live;2001;george-shearing;Jazz;I have often walked Down the street before But the pavement always Stayed beneath my feet before All at once am i Several stories high Knowing I m on the street where you live Are there lilac trees In the heart of town Can you hear a lark in any other part of town Does enchantment pour Out of every door No it s just on the street where you live And oh the towering feeling Just to know somehow you are near The overpowering feeling That any second you may suddenly appear People stop and stare They don t bother me For there s no where else on earth That I would rather be Let the time go by I won t care if i Can be here on the street where you live People stop and stare They don t bother me For there s no where else on earth That I would rather be Let the time go by I won t care if i Can be here on the street where you live Let me be on the street where you live ;721613;0,19;32000
92367;154309;2-good-2-be-true;2002;deborah-cox;Pop;It's obvious that you got it goin on And I'm contemplating I'm curious it you mean what you say when you say it And if you're serious about what you want to do 'Cause I have to be honest with you I'm not into you Casanovas telling me what I want to hear Just so they can get over And after they get what they want they're done But I been there and done that But you don't really seem like that You're just so cool and it just seems Too good to be true What you say what you do So I gotta be careful Don't want to fall too soon And if I come across sometimes being rude It's nothing against you It just seems too good to be true I'd love for us to keep doing things together But I don't want to rush the feeling don't want to rush the feeling We can take our time our time I really don't mind Besides I gotta know what you waitin for 'Cause I don't need no Casanova telling me what I want to hear Just so you can get over And after you get what you want you're done But I been there and done that But you don't really seem like that You're just so cool and it just seems ;25689;0,38;62000
211261;351021;there-s-a-new-world-coming;2006;barnabas;Rock;Hey people did you know a new world's coming Hey people have you heard it won't be long Its coming soon I've heard them say And you my friend can be there too When Jesus Christ comes back to stay The choice is really up to you Well its all right this world ain't worth a dime Hold on tight it might happen any time See the light open your eyes You know there's a new world coming And Christ is coming too And I can't wait till He gets back Watch out I'm talking about A new world coming I want an angel for a next door neighbor Hey Gabriel just might drop in for tea Isaiah lives two blocks away By Matthew Mark and Luke and John I saw Jeremiah yesterday And he brought James and Paul along ;;;512
216369;359604;sentimental;2002;gareth-gates;Pop;Girl I don't believe them when they tell me you don't love me Sometimes you seem to think so little of me Everybody tells me that they see what's going on So quick to criticise that what we have is wrong I see you with another and I don't know what to do Cause the problem is that I love you I get sentimental Baby please be gentle Baby please put my mind at ease Cause I get sentimental You make me unstable but I like it I never know where I stand but I hide it The games that you're playing the things that you're saying I really need to know You've got me completely I've fallen so deeply so please don't let me go I see you with another and I don't know what to do Cause the problem is that I love you you know I love you I get sentimental Baby please be gentle Baby please put my mind at ease Cause I get sentimental The games that you're playing the things that you're saying I really need to know You've got me completely I've fallen so deeply so please don't let me go I get sentimental Baby please be gentle Baby please put my mind at ease Cause I get sentimental I get sentimental Baby please be gentle Baby please put my mind at ease Cause I get sentimental I get sentimental Baby please be gentle Baby please put my mind at ease Cause I get sentimental Repeat to fade ;207610;0,91;60000
24403;41593;scarecrow;2014;fozzy;Rock;Today I saw the scarecrow die Never thought I'd see this day Tossed up pride into the fire Nothing to keep the crows away SCARECROW SCARECROW With the fields left all alone The crows blackened out the skies Claiming the farm as their own Destroy a man they all despise Oh scarecrow we need you back again You been gone much too long and the world has gone bland Oh scarecrow we need you to defend Oh scarecrow we need you back again The feeding frenzy is complete The dirt stripped of all it's life Hungry all the crows leave Another farm to occupy Oh scarecrow we need you back again You been gone much too long and the world has gone bland Oh scarecrow we need you to defend Oh scarecrow we need you back again SCARECROW SCARECROW SCARECROW SCARECROW;196534;0,98;34000
194622;322839;i-need-to-be-still-and-let-god-love-me;2014;bj-thomas;Pop;I need to be still and let God love me I need to be still and let God love me When this old world starts to push and shove me I need to be still and let God love me I need to relax and let God take over I need to relax and let God take over He'll take this load off my shoulders I need to relax and let God take over When there's trouble all around me And my soul cries out for rest When I feel that I'm falling Even though I've done my best When decisions get so heavy And there are answers that I need I know it's time to just be still and let God love me I need to be still and let God love me I need to be still and let God love me When this old world starts to push and shove me I need to be still and let God love me;29822;0,78;223000
403;656;maybe-i-should-have-been-listening;2008;gene-watson;Country;Here you are back on my mind where you stay quite a lot Bringing back all the old memories I thought I'd forgot I just keep finding you with me and I don't know why Maybe I should've been listening when you said goodbye I can't believe how you keep hanging on to my mind Now I know leaving means one goes and one stays behind I can't escape from you no matter how hard I try Maybe I should've been listening when you said goodbye Maybe I should've been watching when you walked away Maybe you wouldn't keep turning up day after day If I'd paid attention I'd know you didn't lie Maybe I should've been listening when you said goodbye Maybe I should've been listening you said goodbye;143326;0,3;219000
9125;15704;baby-i-love-you;2007;corey;Indie;I love my baby my baby loves me Don't know nobody as happy as we She's only twenty and I'm twenty one We never worry we're just havin fun Sometimes we quarrel and maybe we fight But then we make up the following night When we're together we're great company I love my baby my baby loves me I love my baby my baby loves me We're hotsy totsy why shouldn't we be She gives me kisses each one is a smack But you should hear em when I give em back Sometimes we quarrel and maybe we fight But then we make up the following night When we're together we're great company I love my baby my baby loves me;;;120000
133161;222025;the-fountain-of-salmacis;2006;genesis;Rock;"From a dense forest of tall dark pinewood Mount Ida rises like an island Within a hidden cave nymphs had kept a child Hermaphroditus son of gods so afraid of their love As the dawn creeps up the sky The hunter caught sight of a doe In desire for conquest He found himself within a glade he'd not beheld before Hermaphroditus ""Where are you my father Give wisdom to your son"" Narrator Now lost the boy was guided by the sun"" ""Then he could go no farther And as his strength began to fail He saw a shimmering lake A shadow in the dark green depths Disturbed the strange tranquility Salmacis ""The waters are disturbed Some creature has been stirred"" Narrator ""The waters are disturbed Naiad queen Salmacis has been stirred"" As he rushed to quench his thirst A fountain spring appeared before him And as his heated breath brushed through the cool mist A liquid voice called ""Son of gods drink from my spring"" The water tasted strangely sweet Behind him the voice called again He turned and saw her in a cloak of mist alone And as he gazed her eyes were filled with the darkness of the lake Salmacis ""We shall be one We shall be joined as one"" Narrator ""She wanted them as one Yet he had no desire to be one"" Hermaphroditus ""Away from me cold blooded woman Your thirst is not mine"" Salmacis ""Nothing will cause us to part Hear me O Gods"" Unearthly calm descended from the sky And then their flesh and bones were strangely merged Forever to be joined as one The creature crawled into the lake A fading voice was heard ""And I beg yes I beg that all who touch this spring May share my fate"" Salmacis ""We are the one We are the one"" Narrator ""The two are now made one Demi god and nymph are now made one"" Both had given everything they had A lover's dream had been fulfilled at last Forever still beneath the lake ";1171683;3,5;341000
174998;290811;broken;2007;the-goodwill;Rock;it will never be the same do as you do and remove yourself from the blame you're the best at that and you put it on my shoulders making me the one to name you could never accept you're wrong and all along you look at me with shame who do you think you are you used to say everytime i'd try to put you in your place put you in your place no matter what the time or the day you found a way to break me down again and make me feel like nothing and i know you don't get it and you probably never ever will but best friends aren't the ones to make the kill now i see your job i'll never wish you harm for it will come back ten fold and i hope you one day see what you do without me i'll never wish you harm for it will come back ten fold and i hope you one day see what you do without me you'll never succeed just like you said it one thing was to hold me back this psychic said and i think i found it and was looking around it for it was you who i wished it never to be the one is broken and will never be the same i'll never wish you harm for it will come back ten fold and i hope you one day see what you do without me i'll never wish you harm for it will come back ten fold and i hope you one day see what you do without me my best friend threw me away without a reason just to see how far i can fly well never look back too hard to take that just for the sake of remembering never look back too hard to take that i hope i never see you again i'll never wish you harm for it will come back ten fold and i hope you one day see what you do without me i'll never wish you harm for it will come back ten fold and i hope you one day see what you do without me sing it do do do do do repeated many times ;1000;0;
204202;338829;doing-fine;2006;cliff-richard;Rock;Don't feel bad don't feel good Feel alright 'cause I'm doing as I should Don't look back no I don't have the time I guess I'm doing fine Got no bags to slow me down Travelling light but my feet are on the ground Got no message I ain't got a dime I guess I'm doing fine Don't need no paper telling me bad news No politician giving their views Don't need no doctor to tell me I'm well I feel like heaven and I've been through hell Talking straight I don't feel confused Don't want nothing I've got nothing more to lose Don't need no credit don't show me where to sign I guess I'm doing fine I guess I'm doing fine I guess I'm doing fine ;28905;0,41;9600
58042;97522;never-enough;2006;adrian-belew;Rock;Hold me down I'm a wounded man Give me all your love Give me everything Breathe me in Like a piece of sky On a bed of flowers On the longest night It's never enough Come and kiss me again and again I won't stop until you tell me when It's never enough Quiet me In the burning heat I'm a thirsty man Give me all you have Whisper to me Tell me everything Come and pour my wine Just one more time It's never enough Come and kiss me and hold my hand I want to love you again and again It's never enough;33361;0,5;10000
146414;243786;the-ghost-sword;2007;dark-moor;Metal;"The moment came now His brother died And he became his people's guide Though was suspicions Of fratricide Behind him they ride They all know the legend Who bears the ghost sword Brings the world an age end And must be it's lord Thinks his feats the legend In fire will record Like a wild blasphemer Out of all control A little of a dreamer A little a free soul It's Rome his first goal And then a stranger Came to the horde Unafraid of sure danger Gave the ghost sword To the most adored Recitation He has come already To the city gates His decision's made He's not to dissuade But the Pope is ready There to imprecate ""Don't be so steady and capitulate "" He how speaks of crudeness Love and Jesus sake And he feels that goodness Inside his awakes To take what you wouldn't is Always a mistake";21579;1,16;15000
165924;276532;who-stole-the-kishka;2006;brave-combo;Rock;Someone stole the kishka Someone stole the kishka Who stole the kishka From the butcher's shop Who stole the kishka Who stole the kishka Who stole the kishka Someone call the cops Fat and round and firmly packed It was hanging on the rack Someone stole the kishka When I turned my back Who stole the kishka Who stole the kishka Who stole the kishka Someone bring it back Someone stole the kishka Someone stole the kishka Who stole the kishka From the butcher shop Who stole the kishka Who stole the kishka Who stole the kishka Someone call the cops Yusef found the kishka Yusef found the kishka Yusef found the kishka And he hung it on the rack He found the kishka He found the kishka He found the kishka Yusef brought it back Heeeeeyyyyyyyy Hey Huh huh huh huh;2159;0,03;1400
144454;240048;ganja-smuggling;2013;eek-a-mouse;Electronic;"Biddy biddy bong bong Early early sunday morning it was a big ganja smuggling Ina de mud me a pick kali bud an me a load dem down in off the top One by one load up de van all of a ganja it ram Put it on a plane the weed gaan a Spain Money jus a pour like rain Me jus a mogel up the lane in a rolled gold chain Me na me girl name Jane Bang bang biddy bong bong Dung dere in the ghetto I go where sufferation I once know ey Mummy an daddy all a we so poor we all had to sleep on the floor Storm it come and it blow dung me door me ha fi nail up me window Me shoes tear up me toe just a show me nuh know a where fi really wan go Mummy jus a bawl ""poor poor poor"" me cry she seh ""son cry no more"" Bang bang biddy bong bong Early early sunday morning it was a big ganja smuggling Ina de mud me a pick kali bud an me a load dem down in off the top One by one load up de van all of a ganja it ram Put it on a plane the weed gaan a Spain Money jus a pour like rain Me jus a mogel up the lane in a rolled gold chain Me na me girl name Jane Dung dere in the ghetto I go where tribulation I once know ey Mummy an daddy all a we so poor we all had to sleep on the floor Storm it come and it blow dung me door me ha fi nail up me window Me shoes tear up me toe just a show me nuh know a where fi really wan go Mama tell me ""nah rob drug store police beat yuh mek yu back sore ey "" Bang bang biddy bong bong";35913235;4,66;11000000
104171;173348;falling-for-you;2008;decemberadio;Rock;Break it down I'm playing a game Giving it all I got for just fortune and fame Get on the bus man where's the stage Life gets crazy when youre in the fast lane Every day I stop and think There's gotta be more to this life than whats in front of me so You've got what I need to break free I just can't get enough I'm addicted to You I'm falling for You God You are the truth I'm lifting You higher I want You to see what You mean to me I'm lifting You higher You're a light everybody can see Shining like a star watching over me A revelation without hesitation You're the only One that gets a standing ovation Like a roller coaster out of control I gotta get back on track before I lose my soul so You've got what I need to break free I just can't get enough I'm addicted to You I'm falling for You God You are the truth I'm lifting You higher I want You to see what You mean to me I'm lifting You higher You're like a personal satellite watching over me Thats right you got what I need I'm falling for You God You are the truth I'm lifting You higher I want You to see what You mean to me I'm lifting You higher Im addicted to You there ain't nothing left to do I'm lifting You higher I just want You to see what You mean to me I'm lifting You higher;21257;0,25;8200
39902;68196;where-love-has-died;2007;eddy-arnold;Country;If my years were less if my shoes were new I'd pack my things and I'd leave you Hitch myself to some westbound train you'd never see me again If I could dream as I once could I'd be gone it'd good I don't want to live have never try in some old house where love has died We once had love but it's gone now don't know when don't know how We're two strangers under one roof no need to lie that's the truth Love has gone there's nothing left I wanna leave can't help myself Don't want to live have never try in some old house where love has died Too many ghosts walk the floor ghosts of the love that ain't no more I'd like to have what we once had ain't no way that's too bad Cause you're too much a part of me for me to be ever free So we'll keep living and neither tryin in some old house where love has died;1000;1;97
176520;293282;bitch-alternate-version;2005;dope;Rock;There's something about the way we fit There's something about this psycho trip There's something about the way we groove Something's got me and I just can't seem to choose I want you I hate you The one I love I hate But the sex is great The one I love I hate But the sex is great The one I love I hate So I contemplate The one I love I hate But the sex is great There's something about the way we slide There's something about this psycho ride There's something about the things we do Something's got me and I just can't seem to choose I want you I hate you The one I love I hate But the sex is great The one I love I hate But the sex is great The one I love I hate So I contemplate The one I love I hate But the sex is great One two fuck you Never say no I'm ready to go We're out of control But I can't let you go let you go There's something about the way we fit There's something about this psycho bitch The one I love I hate But the sex is great The one I love I hate But the sex is great The one I love I hate I could suffocate The one I love I hate But the sex is great I love to hate you She know I love to hate you She know I love to hate you She know I love to hate you hate you hate you Bitch;2622607;1,49;12000
208944;347116;the-christmas-song;2015;david-benoit;Jazz;Chestnuts roasting on an open fire Jack Frost nipping at your nose Yule tide carols being sung by a choir And folks dressed up like Eskimos Everybody knows a turkey and some mistletoe Help to make the season bright Tiny tots with their eyes all aglow Will find it hard to sleep tonight They know that Santa's on his way He's loaded lots of toys and goodies on his sleigh And every mother's child is gonna spy To see if reindeer really know how to fly And so I'm offering this simple phrase To kids from one to ninety two Although it's been said many times many ways Merry Christmas to you ;5883;0,26;4600
58600;98377;nature-boy;2013;george-benson;Jazz;There was a boy Very strange Enchanted boy They say be wander'd very far Very far over land and sea A little shy and sad of eye But very wise Very wise was be And then one day A magic day he passed my way And while we spoke of many things Fools and kings This he said to me The greatest thing you'll ever learn is just to love and be loved in return to be loved in return And then one day;897058;3,27;498000
144612;240215;believer;2006;air-supply;Rock;Believer I got no where to go believer The only one I know Between us I'm the stranger Who never does the things that people do I let it through Believer We always seem to shine Believer You're always reaching high And I'm just drifting You understand the problems passing through I'm still with you It's like a storybook romance Everything is so right with the prince in the trees Waiting underneath the window for you Any moment he'll sing you a melody When you're hard and start a life on your own If you always knew the ending had to come true Believer I've got a troubled mind Believer We've got to break it down Somewhere inside is a weakness That wants to be discovered Just like you I'll help you too It's like reading a storybook romance Everything is so right with the prince in the trees Waiting underneath the window for you Any moment he'll sing you a melody When your hard and start a life on your own If you always knew the ending had to come true Believer We always seem to shine Believer You're always reaching high And if you're just drifting You understand the problems passing through I'm still with you Believer Believer Believer ;;;
99371;165436;part-of-your-world;2010;disney;Pop;Maybe he's right Maybe there is something the matter with me I just don't see how a world that makes such wonderful things could be bad Look at this stuff Isn't it neat Wouldn't you think my collection's complete Wouldn't you think I'm the girl The girl who has everything Look at this trove Treasures untold How many wonders can one cavern hold Looking around here you'd think Sure she's got everything I've got gadgets and gizmos a plenty I've got whozits and whatzits galore You want thingamabobs I've got twenty But who cares No big deal I want more I wanna be where the people are I wanna see wanna see them dancin' Walking around on those what do you call em Oh feet Flippin your fins you don't get too far Legs are required for jumping dancing Strolling along down the what's that word again Street Up where they walk up where they run Up where they stay all day in the sun Wanderin free wish I could be Part of that world What would I give if I could live out of these waters What would I pay to spend a day warm on the sand Bet'cha on land they understand Bet they don't reprimand their daughters Bright young women sick of swimmin' Ready to stand And ready to know what the people know Ask em my questions and get some answers What's a fire and why does it what's the word Burn When's it my turn Wouldn't I love love to explore that shore up above Out of the sea Wish I could be Part of that world;4763207;3,68;
116967;194501;grenade;2011;dondria;Electronic;Give and take Tit for tat You've got me i've got you That is what we said in the beginning of this love I've given you all I have You've given me nothing back That's okay cause karma is a bitch waiting for you I gave you all I had And you tossed in the trash You tossed it in the trash yes you did To give me all your love was all I ever asked Cause what you don't understand is I'd catch a grenade for ya yeah yeah yeah Throw my hand on a blade for ya yeah yeah yeah Jump in front of a train for ya yeah yeah yeah You know i'd do anything for ya yeah yeah yeah Oh I would go through all this pain Take a bullet straight through my brain I would die for you baby But you won't do the same Oh the same The same;;;
164774;273991;friends;2006;gary-numan;Pop;See the strange boy keeping to the shadows He's a very good friend of mine I've seen you running from the ladies Don't tell me you're not that kind I've got the time if you've got the money Mister you'll be pleased you'll see We'll meet by the tubeway as the screamer cries eleven And you can have your way with me You're gonna make me feel so cold See my one love talking to the pretty boy I never did like her taste My skin is rubber on a skeletal body I'm physically going to waste Feel my eyes and the tongue of a killer I'm a humanoid logic machine Don't touch me with your painted little fingers 'Cause I know where they've been You're not gonna put those scabs on me I must hide from a thousand grinning faces All sucking from my crazy mind Take a ride out in my imagery of ages And heaven knows what you will find I've no time for the chitter chatter ladies I'm so busy trying to break this wall Hear my words cause emotion now is leaving You see I'm really not a human at all And I don't think I want to stay;;4,67;
206327;342436;you-feel-like;2007;denison-marrs;Rock;i live down here on my knees and face where the prayers flow nonstop and the air is full of grace sometimes i feel so much like a coward i could die but then i feel your peace as you silently remind me that i can always hide inside your arms there's too much knowledge for one soul to bear i asked to receive it but now i just feel scared to know of all the hatred and see the apathy the chosen consequences it's all too much for me i'd much rather hide inside your arms because somehow i feel that i belong you feel like home i know my place is here at least for a little while and i'll keep on until you call your faithful child but any strength that you can lend out to me so i can send words of hope and life i sure could use them tonight;;;182
200259;332587;sister-renee;2008;ed-harcourt;Rock;Sister Renee the jack of all trades Don't put that hatchet in my back in my back Watch myself fade on the bed that was made Not by Nurse Ratchet but by you yeah by you Your uniform fits the charm and the wit Life on the top floor by my side by my side I'm down in a pit with nowhere to sit With a wrought iron door that separates us separates You gave me some poppyseed and we lay here for hours Heal these blisters sacred sister I will miss her so Heal these blisters sacred sister I will miss her so Sister Renee you've got it made Moving to a place that is warm oh so warm What can I say I want you to stay I'll touch your face with my fingers and my thumbs;39809;0,55;5500
108904;181257;goodnight-good-guy;2006;collective-soul;Rock;Somebody told me about a worn out distraction That I had let slip away Then it comes back and rides my shoulders And it burdens me every new day Well I'll just sit here like a slow burn out And try to figure out how to do without you Who's going to straighten me up when I'm leaning Who's going to soothe my heart when it's burning Who's going to be the one to tell me everythings All right well goodnight good guy I'll break the bread of a new day and wonder If faith will carry me along But days are longer as my heart gets weaker and I can only stay so strong Well I'll just sit here like a wounded soul Who's finding it difficult to just let go I'm gonna let you sleep I'll let you fade off in the night I pray the Lord to keep I pray the Lord to hold you tight Goodnight;1036908;1,44;174000
132219;220913;house-of-the-rising-sun;2007;bachman-turner-overdrive;Rock;There is a house in New Orleans They call the Rising Sun And it's been the ruin of many a poor boy And God I know I'm one My mother was a tailor She sewed my new bluejeans My father was a gamblin man Down in New Orleans Now the only thing a gambler needs Is a suitcase and a trunk And the only time that he's satisfied Is when he's all drunk Oh mother tell your children Not to do what I have done To spend their life in sin and misery In the house of the Rising Sun With one foot on the platform And the other foot on the train I'm going back to New Orleans To wear that ball and chain There is a house in New Orleans They call the Rising Sun And it's been the ruin of many young poor boys And god I know I'm one ;;;1000000
194628;322850;hallelujah;2014;bj-thomas;Pop;Hal le lu jah We are open please come in Fill us up with love again We want to praise you In every way we can Hal le lu jah You have made us what we are By your blood and by your scars We want to praise you In every way we can Words are so empty and time is so short To show you how much we love you Abba Father On the cross you took our place Thought we don't deserve your grace We want to thank you In every way we can You created everything Help us worship when we sing We want to praise you In every way we can Abba Father On the cross you took our place Thought we don't deserve your grace We want to thank you In every way we can Abba Father On the cross you took our place Thought we don't deserve your grace;;;97000
103031;171763;who-cares;2014;anita-o-day;Other;Who cares if the sky cares To fall in the sea Who cares what banks fail in Yonkers Long as you've got a kiss that conquers Why should I care Life is one long jubilee So long as I care for you And you care for me ;158508;0,26;15000
